#/log,DATACREATED,データ作成日,20180320,,,,,,,,,,,,,,,,,,,,,,,,
#/doc,DATACREATER,データ作成者,山田 利博,,,,,,,,,,,,,,,,,,,,,,,,
#,DATATITLE,データ名,TemporalChangeinTreeGirthatBreastHeightatChichibu(CC-DB2).,,,,,,,,,,,,,,,,,,,,,,,,
#,SITENAME,サイト名,秩父,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTNAME,調査区名,秩父ウダイカンバ林,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTCODE,調査区コード,CC-DB2,,,,,,,,,,,,,,,,,,,,,,,,
#,PLOTSIZE,面積,0.12ha,,,,,,,,,,,,,,,,,,,,,,,,
#,PRAMETERDEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,,,,,,,,,,,,
#/note,20090323,データ成形（石原正恵）,,,,,,,,,,,,,,,,,,,,,,,,,
#,,癒合している場合は、1/2倍した,,,,,,,,,,,,,,,,,,,,,,,,,
#,,2004年以前に死亡個体も含み、元データにある個体はすべて含まれている。,,,,,,,,,,,,,,,,,,,,,,,,,
#,,個体番号はタグ番号を参照するように変えた,,,,,,,,,,,,,,,,,,,,,,,,,
#,,タイプミスの可能性,,,,,,,,,,,,,,,,,,,,,,,,,
#,20090409,"""tag_no=395のgbhは測定間違いの可能性あり""3.9-→タイプミスではない",,,,,,,,,,,,,,,,,,,,,,,,,
#,,"""tag_no=20のgbhは測定間違いの可能性あり""25.7-→タイプミスではないnd",,,,,,,,,,,,,,,,,,,,,,,,,
#,,"""tag_no=538のgbhは測定間違いの可能性あり""24.8-->34.8",,,,,,,,,,,,,,,,,,,,,,,,,
#,,タグ738、192重複のため死亡している個体を742と741に変更,,,,,,,,,,,,,,,,,,,,,,,,,
#,,742は区画外のためnaとする,,,,,,,,,,,,,,,,,,,,,,,,,
#,,タグ733はミヤマハハソ-->アワブキに樹種変更、同株がアワブキのため,,,,,,,,,,,,,,,,,,,,,,,,,
#,20091019,樹木の位置は今後測定予定,,,,,,,,,,,,,,,,,,,,,,,,,
#,,10m方形区番号をモニ100試用に変更,,,,,,,,,,,,,,,,,,,,,,,,,
#,20141225,新規個体には通し番号を割りふった。,,,,,,,,,,,,,,,,,,,,,,,,,
#,20170426,公開データのためのエラーチェック（日野貴文）,,,,,,,,,,,,,,,,,,,,,,,,,
#,,tag.no=744、749、752の種名が「未同定」となっていたため「nd」を入力し、備考欄に記載。,,,,,,,,,,,,,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh04","gbh05","gbh06","gbh07","gbh08","gbh09","gbh14","note04","note05","note06","note07","note08","note09","note14","s_date04","s_date05","s_date06","s_date07","s_date08","s_date09","s_date14","dl04","dl05","dl06","dl07","dl08","dl09","dl14","rec04","rec05","rec06","rec07","rec08","rec09","rec14","error04","error05","error06","error07","error08","error09","error14"
0,10,271,271,NA,NA,"リョウブ",16.4,16.6,16.6,16.6,16.8,16.9,17,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,272,272,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,273,272,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,274,274,NA,NA,"イヌブナ",7.8,8,7.9,7.6,7.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,275,275,NA,NA,"イヌブナ",22.4,22.5,22.7,23,23.3,23.1,23.7,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,276,276,NA,NA,"ミズキ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,277,279,NA,NA,"イヌブナ",4,6.4,4,3.8,4,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,278,279,NA,NA,"イヌブナ",4.5,4.5,5,5,4.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,279,279,NA,NA,"イヌブナ",38.7,41.9,39.4,39.2,39.5,39.4,40.1,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,280,279,NA,NA,"イヌブナ",9.7,12.3,10.5,10.8,11.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,281,279,NA,NA,"イヌブナ",3.3,4.1,4.1,NA,NA,NA,NA,"先オレ、2004先枯れ",NA,NA,"2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,282,279,NA,NA,"イヌブナ",5.7,6.9,6.1,3.8,7.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,10,283,279,NA,NA,"イヌブナ",8.4,8.7,8.6,NA,NA,NA,NA,"2004幹倒れ",NA,NA,"2007カレ消失",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,10,284,279,NA,NA,"イヌブナ",NA,NA,NA,NA,NA,NA,NA,"不明",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,285,279,NA,NA,"イヌブナ",22.6,23,23,22.2,22.8,23,NA,"2004幹倒れ",NA,NA,NA,NA,NA,"折れ、枯れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,286,286,NA,NA,"ミズメ",51.8,51.8,51.8,51.8,51.4,51.5,51.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,732,732,NA,NA,"ミヤマザクラ",107.7,108.1,108.7,108.8,109.5,109.8,111.8,"NO256付近",NA,NA,"札なし",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,736,380,NA,NA,"リョウブ",NA,NA,NA,NA,NA,NA,NA,"NO380と同株不明","不明",NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,737,279,NA,NA,"イヌブナ",3.1,3.7,3.8,3.8,3.9,NA,NA,"2004新個体NO.277-285同株",NA,NA,"札なし、新4-1",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,547,547,NA,NA,"ハクウンボク",28.7,30.5,29,29.1,29.1,29.2,30.1,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,548,548,NA,NA,"ウダイカンバ",95.8,96.9,97.2,98.7,100.3,100.7,105.5,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,549,549,NA,NA,"ヒナウチワカエデ",9.5,9.8,9.8,9.6,9.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,550,550,NA,NA,"リョウブ",22.7,22.9,23,NA,NA,NA,NA,"シカ害","2005幹（地上0.6m）オレ","幹オレ","2007カレ基折れ、カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,551,551,NA,NA,"ハクウンボク",36.9,36.9,37.2,37.9,37.5,37.6,38.3,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,552,552,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"不明",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,553,553,NA,NA,"リョウブ",9.4,9.6,9.1,NA,NA,NA,NA,"2004シカ害",NA,"半分カレ","2007カレ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,554,554,NA,NA,"コミネカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,555,555,NA,NA,"リョウブ",24.8,25,25,25,24.8,24.8,NA,NA,NA,NA,NA,NA,NA,"枯れ、折れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,556,556,NA,NA,"ハウチワカエデ",13.5,13.5,13.6,13.7,13.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,557,557,NA,NA,"アワブキ",20,20.3,20.2,20.1,20.5,20.1,20.5,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,558,558,NA,NA,"ヒナウチワカエデ",10,10,10.1,10,10,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,559,559,NA,NA,"オオモミジ",6.7,6.9,6.7,6.5,NA,NA,NA,"2004先折れ",NA,NA,"カレ？",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,560,560,NA,NA,"ブナ",33.5,33.6,33.8,34,34.1,34.3,34.9,"モミH1.2あり",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,561,561,NA,NA,"リョウブ",7.6,7.7,7.8,8,8.2,NA,NA,"2004シカ害",NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,562,563,NA,NA,"リョウブ",12,12.1,12.1,12.9,12.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,563,563,NA,NA,"リョウブ",25.8,26.1,26.2,26.7,26.2,26.5,26.8,"2004シカ害",NA,NA,NA,NA,NA,"剥皮","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,564,564,NA,NA,"ヒナウチワカエデ",8.6,8.9,8.9,8.8,9,NA,NA,NA,"2005調査番号札なし",NA,"先折れ、札なし",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,565,565,NA,NA,"アラゲアオダモ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,566,566,NA,NA,"ヒナウチワカエデ",8,8,8.1,8,7.8,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,567,567,NA,NA,"ヒナウチワカエデ",18.2,18.2,18.3,18.4,18.4,18.4,18.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,568,568,NA,NA,"ブナ",47.4,47.8,48.1,48.2,48.8,48.7,50.4,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,569,569,NA,NA,"リョウブ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,570,571,NA,NA,"リョウブ",20,20.3,20.1,20.2,NA,20.3,21,NA,NA,NA,NA,NA,"復活",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,571,571,NA,NA,"リョウブ",33.4,33.8,33.9,34.3,34.4,34.5,35,"2004シカ害",NA,NA,NA,NA,NA,"剥皮","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,572,572,NA,NA,"ウダイカンバ",87.7,89.1,90.1,90.8,91.5,91.9,94.9,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,573,573,NA,NA,"ブナ",40.9,41.4,41.9,42,43,43.7,45.4,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,574,574,NA,NA,"ミヤマガマズミ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,575,574,NA,NA,"ミヤマガマズミ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,576,576,NA,NA,"ハクウンボク",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,577,577,NA,NA,"ホオノキ",47.3,48.1,48.9,49.4,50,50.8,54.5,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,578,578,NA,NA,"クリ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,579,579,NA,NA,"ブナ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,580,581,NA,NA,"ハウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,581,581,NA,NA,"ハウチワカエデ",13.8,13.9,14,14.1,14.2,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,582,582,NA,NA,"クリ",192.3,197.3,197.5,199.4,202,203,214.7,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,583,583,NA,NA,"ヒナウチワカエデ",12.2,12.4,12.1,12,11.7,NA,NA,NA,NA,NA,"半枯れ",NA,"枯れ、タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,584,584,NA,NA,"ヒナウチワカエデ",10.2,10.5,10.5,10.2,10.4,NA,NA,"先オレ",NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,585,585,NA,NA,"アラゲアオダモ",NA,NA,NA,NA,NA,NA,NA,"2004カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,586,586,NA,NA,"ホオノキ",52,52.7,52.5,52.6,52.9,52.9,53,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,587,586,NA,NA,"ホオノキ",24.3,24.1,24.2,24.2,24.2,24.2,NA,NA,NA,NA,NA,NA,NA,"枯れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,588,586,NA,NA,"ホオノキ",38.7,38.7,38.8,39.4,39.2,39.2,39.2,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,589,589,NA,NA,"ヒナウチワカエデ",9.2,9.4,NA,NA,NA,NA,NA,"半カレ",NA,"2006カレ",NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,590,590,NA,NA,"コハウチワカエデ",13.8,13.8,14,14,13.9,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,591,592,NA,NA,"ナツツバキ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,592,592,NA,NA,"ナツツバキ",64.4,64.1,64.6,64.6,64.2,64,NA,"シカ害",NA,NA,"シカ食害",NA,NA,"枯れ","20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,593,593,NA,NA,"アラゲアオダモ",NA,NA,NA,NA,NA,NA,NA,"2004カレ札ナシ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,594,594,NA,NA,"ナツツバキ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,595,594,NA,NA,"ナツツバキ",36.2,36.6,36.7,NA,NA,NA,NA,"2004元クサレ",NA,NA,"折れ",NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,596,596,NA,NA,"ヒナウチワカエデ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,597,597,NA,NA,"ミズメ",49.8,50.6,50.1,50,50,49.7,49.2,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20,742,742,NA,NA,"モミ",3.1,7.7,6,6,NA,NA,NA,"2004新個体",NA,NA,"札なし","タグ番号738より変更",NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,20,739,557,NA,NA,"アワブキ",3.7,4.1,4.4,5.2,5.5,NA,NA,"2004新個体、No.557と同株",NA,NA,"札なし",NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,20,744,744,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,"2014新、カエデｓｐ、種名未同定",NA,NA,NA,NA,NA,NA,20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,30,598,598,NA,NA,"ウラゲエンコウカエデ",25.6,25.6,25.7,25.7,25.6,25.5,25.6,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,599,599,NA,NA,"ミズメ",77.4,78.6,79.9,80.9,82.4,82.8,86,NA,NA,NA,NA,NA,"皮むけ？（成長によるふくれ）",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,600,600,NA,NA,"ヒナウチワカエデ",10.6,10.7,10.5,10.6,10.7,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,30,601,601,NA,NA,"コハウチワカエデ",25.8,26.1,26,26.2,26.4,26.4,27.2,NA,NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30,602,602,NA,NA,"イロハモミジ",NA,NA,NA,NA,NA,NA,NA,"カレシカ害",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,30,603,603,NA,NA,"コハウチワカエデ",11.5,11.8,11.6,11.8,11.9,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
0,30,604,604,NA,NA,"イヌブナ",NA,NA,NA,NA,NA,NA,NA,"カレ",NA,NA,NA,NA,NA,NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0
0,30,605,605,NA,NA,"オオモミジ",9,9.1,9.1,9.1,9.1,NA,NA,NA,NA,NA,NA,NA,"タグ回収",NA,"20041110","20051121","20061121","20071116","20081113","20091209",20141114,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,0
