#/log,DATA CREATED,データ作成日,20180320,,,,,,,,,,,,,
#/doc,DATA CREATER,データ作成者,山田 利博,,,,,,,,,,,,,
#,DATA TITLE,データ名,Temporal Change in Tree Girth at Breast Height at Chichibu (CC-AT1).,,,,,,,,,,,,,
#,SITE NAME,サイト名,秩父,,,,,,,,,,,,,
#,PLOT NAME,調査区名,秩父矢竹沢（スギ密度試験地）,,,,,,,,,,,,,
#,PLOT CODE,調査区コード,CC-AT1,,,,,,,,,,,,,
#,PLOT SIZE,面積,0.8826ha (in total),,,,,,,,,,,,,
#,PRAMETER DEFINITIONS,mesh_xcord,10ｍ方形区ｘ座標,,,,,,,,,,,,,
#,,mesh_ｙcord,10ｍ方形区ｙ座標,,,,,,,,,,,,,
#,,tag_no,幹タグ番号,,,,,,,,,,,,,
#,,indv_no,個体タグ番号,,,,,,,,,,,,,
#,,stem_xcord,幹のx座標（10m方形区内での座標）,,,,,,,,,,,,,
#,,stem_ycord,幹のｙ座標（10m方形区内での座標）,,,,,,,,,,,,,
#,,spc_japan,種名,,,,,,,,,,,,,
#,,gbh,胸高周囲長〔cm〕,,,,,,,,,,,,,
#,,note,備考,,,,,,,,,,,,,
#,,s_data,調査日,,,,,,,,,,,,,
#/note,20070602,Data was arranged.,,,,,,,,,,,,,,
#,20090521,CC-AT1 is composed of three plots with different thinning treatment. Thinning was conducted in 1999.,,,,,,,,,,,,,,
#,,"A: No thinning (0.2387ha), B:intensive thinning (0.3393ha), C: moderate thinning (0.3046ha).",,,,,,,,,,,,,,
#,,元のメッシュコード（plot記号)はmesh_originalに、tag_noを(メッシュコード)-(タグNo)にした,,,,,,,,,,,,,,
#,20101116,2008年に間伐多数->死亡（d)とした,,,,,,,,,,,,,,
#,,note09およびnote14の＊はメジャーによる周囲長，それ以外は輪尺による2方向の平均胸高直径から算出．,,,,,,,,,,,,,,
#,20171101,公開データのためのエラーチェック（日野）,,,,,,,,,,,,,,
#,,"mesh_xcord, mesh_ycord, stem_xcor, stem_ycordがnaになっているのでサイトに問い合わせ→労力的に難しいとの返事を頂く",,,,,,,,,,,,,,
#/data,,,,,,,,,,,,,,,,
"mesh_xcord","mesh_ycord","tag_no","indv_no","stem_xcord","stem_ycord","spc_japan","gbh04","gbh09","gbh14","note04","note09","note14","s_date04","s_date09","s_date14","mesh_original","dl04","dl09","dl14","rec04","rec09","rec14","error04","error09","error14"
NA,NA,"A-A-267","A-A-267",NA,NA,"スギ",113.41,117.18,120.48,"gbh1999=110.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-268","A-A-268",NA,NA,"スギ",180.48,190.54,194.15,"gbh1999=172.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-269","A-A-269",NA,NA,"スギ",123.31,126.92,133.83,"gbh1999=122.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-270","A-A-270",NA,NA,"スギ",121.42,125.98,128.33,"gbh1999=118.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-271","A-A-271",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-272","A-A-272",NA,NA,"スギ",122.84,127.39,129.28,"gbh1999=119.2；H=32.3.H04=32.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-273","A-A-273",NA,NA,"スギ",118.44,122.99,126.45,"gbh1999=114.8；H=33.8.H04=31.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-274","A-A-274",NA,NA,"スギ",90.16,94.72,100.06,"gbh1999=85.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-275","A-A-275",NA,NA,"スギ",102.57,106.97,108.54,"gbh1999=99.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-276","A-A-276",NA,NA,"スギ",89.22,92.05,92.83,"gbh1999=89.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-277","A-A-277",NA,NA,"スギ",132.58,139.96,143.73,"gbh1999=128.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-278","A-A-278",NA,NA,"スギ",80.9,80.74,81.68,"gbh1999=79.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-279","A-A-279",NA,NA,"スギ",66.92,68.17,68.64,"gbh1999=64.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-280","A-A-280",NA,NA,"スギ",85.92,87.49,88.44,"gbh1999=83.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-281","A-A-281",NA,NA,"スギ",126.76,131.48,133.99,"gbh1999=122.5；H=34.H04=32.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-282","A-A-282",NA,NA,"スギ",104.93,109.48,110.74,"gbh1999=103.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-283","A-A-283",NA,NA,"スギ",124.56,128.18,133.52,"gbh1999=120.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-284","A-A-284",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-285","A-A-285",NA,NA,"スギ",135.25,140.27,147.34,"gbh1999=129.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-286","A-A-286",NA,NA,"スギ",68.49,70.21,70.53,"gbh1999=67.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-287","A-A-287",NA,NA,"スギ",181.9,191.32,200.43,"gbh1999=168.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-288","A-A-288",NA,NA,"スギ",62.99,64.25,64.56,"gbh1999=62.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-289","A-A-289",NA,NA,"スギ",149.07,155.04,160.69,"gbh1999=140.7；H=28.7.H04=30.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-290","A-A-290",NA,NA,"スギ",NA,NA,NA,"枯損",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-291","A-A-291",NA,NA,"スギ",103.04,107.76,109.48,"gbh1999=99.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-292","A-A-292",NA,NA,"スギ",101.47,106.81,109.48,"gbh1999=98.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-293","A-A-293",NA,NA,"スギ",97.86,100.22,102.57,"gbh1999=96.3；H=31.7.H04=31.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-294","A-A-294",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-295","A-A-295",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-296","A-A-296",NA,NA,"スギ",125.35,133.67,140.12,"gbh1999=119.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-297","A-A-297",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-298","A-A-298",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-299","A-A-299",NA,NA,"スギ",99.59,101,101.63,"gbh1999=95.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-300","A-A-300",NA,NA,"スギ",84.67,85.77,86.71,"gbh1999=82.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-301","A-A-301",NA,NA,"スギ",142.47,151.42,157.71,"gbh1999=136.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-302","A-A-302",NA,NA,"スギ",139.8,145.3,149.54,"gbh1999=134.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-303","A-A-303",NA,NA,"スギ",121.74,126.92,130.69,"gbh1999=115.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-304","A-A-304",NA,NA,"スギ",116.55,120.48,122.99,"gbh1999=113.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-305","A-A-305",NA,NA,"スギ",128.18,133.83,139.02,"gbh1999=123.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-306","A-A-306",NA,NA,"スギ",99.27,101.16,102.57,"gbh1999=96.8；H=27.8.H04=28.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-307","A-A-307",NA,NA,"スギ",106.34,113.57,117.34,"gbh1999=100.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-308","A-A-308",NA,NA,"スギ",100.69,100.37,104.62,"gbh1999=94.2；H=31.3.H04=31.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-309","A-A-309",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-310","A-A-310",NA,NA,"スギ",98.96,101.94,102.73,"gbh1999=96.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-311","A-A-311",NA,NA,"スギ",148.28,157.87,164.78,"gbh1999=140.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-312","A-A-312",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-313","A-A-313",NA,NA,"スギ",NA,NA,NA,"枯損",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-314","A-A-314",NA,NA,"スギ",83.1,83.88,84.67,"gbh1999=81.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-315","A-A-315",NA,NA,"スギ",76.18,77.6,77.13,"gbh1999=75.7；H=29.H04=29.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-316","A-A-316",NA,NA,"スギ",111.53,115.61,118.44,"gbh1999=108.5；H=29.H04=29.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-317","A-A-317",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-318","A-A-318",NA,NA,"スギ",127.55,136.19,145.61,"gbh1999=118.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-319","A-A-319",NA,NA,"スギ",102.1,103.36,107.76,"gbh1999=97.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-320","A-A-320",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-321","A-A-321",NA,NA,"スギ",96.45,98.65,99.75,"gbh1999=94.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-322","A-A-322",NA,NA,"スギ",101.47,106.03,110.43,"gbh1999=96.6；H=30.9.H04=31.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-323","A-A-323",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-324","A-A-324",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-325","A-A-325",NA,NA,"スギ",122.99,128.81,134.77,"gbh1999=119.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-326","A-A-326",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-327","A-A-327",NA,NA,"スギ",143.88,149.07,155.04,"gbh1999=138.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-328","A-A-328",NA,NA,"スギ",85.61,89.38,91.89,"gbh1999=82.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-329","A-A-329",NA,NA,"スギ",90.16,92.68,93.78,"gbh1999=87.2.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-330","A-A-330",NA,NA,"スギ",62.83,63.46,63.62,"gbh1999=61.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-331","A-A-331",NA,NA,"スギ",121.89,127.71,131.16,"gbh1999=118.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-332","A-A-332",NA,NA,"スギ",140.9,145.93,147.65,"gbh1999=136.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-333","A-A-333",NA,NA,"スギ",92.21,93.78,94.56,"gbh1999=91.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-334","A-A-334",NA,NA,"スギ",82.78,84.04,84.98,"gbh1999=80.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-335","A-A-335",NA,NA,"スギ",75.71,76.5,76.97,"gbh1999=73.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-336","A-A-336",NA,NA,"スギ",67.07,68.8,68.49,"gbh1999=65.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-337","A-A-337",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-338","A-A-338",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-339","A-A-339",NA,NA,"スギ",120.64,125.82,130.38,"gbh1999=115.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-340","A-A-340",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-341","A-A-341",NA,NA,"スギ",112.47,118.91,125.19,"gbh1999=107.8；H=32.9.H04=30.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-342","A-A-342",NA,NA,"スギ",105.4,109.96,112.15,"gbh1999=102.9；H=32.3.H04=28.9.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-343","A-A-343",NA,NA,"スギ",143.26,149.7,158.96,"gbh1999=135.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-344","A-A-344",NA,NA,"スギ",133.2,140.12,143.73,"gbh1999=129.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-345","A-A-345",NA,NA,"スギ",81.37,85.29,86.39,"gbh1999=78.4；H=25.1.H04=26.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-346","A-A-346",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-347","A-A-347",NA,NA,"スギ",128.81,133.2,138.39,"gbh1999=123.6.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-348","A-A-348",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-349","A-A-349",NA,NA,"スギ",109.64,113.57,116.24,"gbh1999=105.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-350","A-A-350",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-351","A-A-351",NA,NA,"スギ",98.8,105.71,112,"gbh1999=94.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-352","A-A-352",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-353","A-A-353",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-354","A-A-354",NA,NA,"スギ",116.24,123.15,127.71,"gbh1999=112.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-355","A-A-355",NA,NA,"スギ",136.03,142.47,150.01,"gbh1999=135.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-356","A-A-356",NA,NA,"スギ",112.94,119.85,125.35,"gbh1999=109.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-357","A-A-357",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-358","A-A-358",NA,NA,"スギ",90.32,93.15,94.56,"gbh1999=87.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-359","A-A-359",NA,NA,"スギ",NA,NA,NA,"gbh1999=87.8.",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-360","A-A-360",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-361","A-A-361",NA,NA,"スギ",116.24,126.61,134.46,"gbh1999=107.4.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-362","A-A-362",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-363","A-A-363",NA,NA,"スギ",106.19,114.35,118.6,"gbh1999=101.3.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-364","A-A-364",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-365","A-A-365",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-366","A-A-366",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-367","A-A-367",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-368","A-A-368",NA,NA,"スギ",157.08,169.8,181.27,"gbh1999=141.5.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-369","A-A-369",NA,NA,"スギ",128.02,139.02,147.34,"gbh1999=118.1.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-370","A-A-370",NA,NA,"スギ",146.71,156.14,163.52,"gbh1999=136.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-371","A-A-371",NA,NA,"スギ",104.46,113.73,119.85,"gbh1999=95.8.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-372","A-A-372",NA,NA,"スギ",165.09,177.03,189.44,"gbh1999=151.7.",NA,NA,20041027,20090308,20141127,"A",0,0,0,0,0,0,0,0,0
NA,NA,"A-A-373","A-A-373",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-374","A-A-374",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-375","A-A-375",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-376","A-A-376",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-377","A-A-377",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-378","A-A-378",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-379","A-A-379",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-380","A-A-380",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"A-A-381","A-A-381",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"A",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-1","B-B-1",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-2","B-B-2",NA,NA,"スギ",178,186.92,195.09,"gbh19991027=168.9.",NA,NA,20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-3","B-B-3",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-4","B-B-4",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-5","B-B-5",NA,NA,"スギ",114,116.4,117.5,"gbh19991027=110.9.",NA,NA,20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-6","B-B-6",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-7","B-B-7",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-8","B-B-8",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-9","B-B-9",NA,NA,"スギ",137.3,142,147.65,"gbh19991027=133.7.H=35.3.H04＝37.2",NA,NA,20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-10","B-B-10",NA,NA,"スギ",131.9,135.25,139.96,"gbh19991027=128.2.H=32.7.H04＝36.6",NA,NA,20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-11","B-B-11",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-12","B-B-12",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-13","B-B-13",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-14","B-B-14",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-15","B-B-15",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-16","B-B-16",NA,NA,"スギ",223.4,238.6,267,"gbh19991027=203.1.H=39.7.H04＝44.2","*","*",20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-17","B-B-17",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-18","B-B-18",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-19","B-B-19",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-20","B-B-20",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-21","B-B-21",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-22","B-B-22",NA,NA,"スギ",130.8,135.56,138.54,"gbh19991027=128.8.",NA,NA,20041027,20090308,20141127,"B",0,0,0,0,0,0,0,0,0
NA,NA,"B-B-23","B-B-23",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-24","B-B-24",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-25","B-B-25",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-26","B-B-26",NA,NA,"スギ",NA,NA,NA,NA,NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
NA,NA,"B-B-27","B-B-27",NA,NA,"スギ",NA,NA,NA,"間伐",NA,NA,20041027,20090308,20141127,"B",2,2,2,0,0,0,0,0,0
